date,close,trend,choch,fib_confluence,fib_strength,hammer,inv_hammer,bull_engulf,morning_star,bull_harami,three_white,bull_breakout,bear_engulf,shooting_star,evening_star,bear_harami,three_black,bear_breakdown,atr,rsi,volume_ratio,actual,predicted,probability
2014-09-15,115.49,1,0,0,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,1.4874726311152826,43.30680718903976,0.5846791362033499,0,1,0.76561147
2015-01-26,107.25,-1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.3851881636177703,47.694778929257964,1.154236894513194,0,1,0.7656104
2016-08-16,92.89,1,0,1,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1.5481559237323521,54.14233489316281,1.1567472438036097,0,1,0.7656076
2014-04-08,65.26,-1,0,0,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,1.231197560229187,46.30754033970203,1.319646957200209,0,1,0.7655928
2014-07-09,124.57,-1,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.6815462862017065,49.28930253282094,0.689359875090715,0,1,0.7655869
2017-01-30,74.48,-1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.449430964233154,43.88166618185886,1.491010187246374,0,1,0.7655868
2016-02-25,47.75,-1,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.2149903016495063,45.997989809491244,0.7003849265696268,0,1,0.76558596
2017-03-22,45.01,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.1863184024071882,40.496904263601614,1.0674997469950227,0,1,0.7655822
2015-05-22,95.23,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.931075481958906,43.78188426738952,0.4593168490163947,0,1,0.76557475
2014-04-15,41.01,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6753454142350348,40.9034373043109,1.299673913401525,0,1,0.7655722
2015-03-19,33.43,0,0,0,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6621372417617526,49.091434909812236,0.5709227384597202,0,1,0.7655713
2016-11-21,55.3,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.255377138815075,49.31314827628577,1.4907027987921566,0,1,0.76556516
2017-06-07,76.96,-1,0,0,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0.999297785454421,43.588274696995924,1.1851821248401897,0,1,0.7655597
2017-05-31,108.73,-1,0,0,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,3.3146024298005434,41.67789199877284,1.3722910881119919,0,1,0.76555717
2017-04-17,120.95,0,0,0,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,3.5757074516901133,45.22471693970184,1.0322550794925889,0,1,0.7655534
2017-08-29,78.53,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.21004449930108,46.05371076152347,1.1948150023622515,0,1,0.76555324
2016-11-07,64.33,-1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.4627522321165551,39.58614067884192,1.1501898913052448,0,1,0.76552725
2015-09-16,44.51,0,0,1,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,1.3388248789234152,44.536040632669945,1.233349318915504,0,1,0.76550925
2013-12-23,83.4,-1,0,0,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,2.279048343770614,48.82821576136554,0.5027137510356325,0,1,0.76550806
2016-02-24,65.36,-1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.479253820948949,42.112903901648956,0.7390214776320969,0,1,0.7655079
2018-01-17,81.3,1,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.5560421301625724,59.74658897443582,1.3269998244890098,0,1,0.76550555
2017-07-25,14.56,-1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3036671593815309,53.3926497410207,1.2182892629806314,0,1,0.7655048
2018-01-30,148.72,-1,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.1054097476471645,81.60115486072576,1.2040580001444947,0,1,0.76550156
